,names,managers,addresses,types,urls,phones,被保険者数,登記注意事項,lat,lon
29858,橋本理研工業株式会社,-,足立区西新井４丁目１番８号,メーカー,http://h-riken.co.jp/,03-3853-5151,1,,35.787855,139.775443
29859,株式会社パン・デザイン,-,足立区舎人２丁目１４番２０号,-,-,-,,,35.811296,139.771662
29860,株式会社花田,花田裕子,足立区青井２丁目１番１１号,小売,http://www.hanada.biz/,03-3887-6201,4,,35.772297,139.814732
29861,株式会社ハマウラ,-,足立区栗原３丁目２５番１２号,-,http://www.kokusaig.co.jp,03-3890-2427,,,35.780269,139.785368
29862,浜中運輸倉庫株式会社,-,足立区六木３丁目３２番１８号,-,-,-,,,35.797245,139.842774
29863,株式会社早川商会,早川嘉正,足立区扇１丁目４５番２２号,小売,http://hayakawa-shokai.co.jp/,03-3898-3336,7,,35.762366,139.774261
29864,株式会社林製作所,-,足立区扇１丁目５５番１０号,メーカー,-,-,,,35.762366,139.774261
29866,株式会社原機工商会,-,足立区中央本町４丁目８番１２号,-,-,-,10,,35.775434,139.808267
29867,株式会社ピーアンドシー,-,足立区西新井１丁目１番６号,-,-,-,1,,35.78031,139.781021
29869,光急送株式会社,-,足立区堀之内２丁目４番１９号,不動産、レンタル・リース,http://hikarikyusoh.web.fc2.com/,03-3853-3408,16,,35.775663,139.758039
29870,株式会社日乃本製作所,-,足立区保木間４丁目１６番８号,メーカー,http://www.hinomoto-ss.com,03-3885-3827,8,,35.798723,139.805974
29871,株式会社ビュープリント,-,足立区鹿浜５丁目２１番１８号,-,-,-,,,35.785595,139.754383
29872,株式会社平野,-,足立区柳原１丁目２９番１６号,-,-,-,1,,35.745585,139.815065
29873,藤井印刷株式会社,-,足立区千住元町１５番７号,メーカー,-,-,,,35.756114,139.791734
29874,不二工芸株式会社,-,足立区大谷田３丁目１０番２３号,-,-,-,,,35.778755,139.841164
29875,那須恒産株式会社,-,足立区綾瀬４丁目８番１８号,-,-,-,,,35.765351,139.822318
29876,フジケミカル株式会社,藤原榮一郎,足立区舎人１丁目１８番２７号,メーカー,https://www.fujichemi-shop.com/,-,1,,35.807249,139.770704
29877,富士通信建設株式会社,藤本琢磨,足立区南花畑３丁目３０番６号,メーカー,-,03-3860-0050,12,,35.792441,139.824996
29878,富士鋳造株式会社,-,足立区梅田６丁目２番１４号,建設,-,-,0,,35.768341,139.79706
29879,株式会社フアースト商会,-,足立区綾瀬７丁目６番８−１０３号,-,-,-,2,,35.773905,139.826534
29880,株式会社ファーマーズ,-,足立区西伊興４丁目１番１１号,-,-,-,11,,35.802893,139.780417
29881,株式会社ファバックス,-,足立区東綾瀬１丁目１８番１７−２０８号,-,-,-,,,35.764485,139.832352
29882,深井運輸株式会社,-,足立区鹿浜２丁目３４番１２号,建設,-,-,,,35.781856,139.747084
29883,株式会社福宗,-,足立区千住橋戸町５０番地,-,-,-,4,,35.740193,139.797811
29885,文昭電設工業株式会社,亀倉滋,足立区神明南１丁目９番１５号,建設,-,03-3629-1941,4,,35.788641,139.828751
29887,プラスチックゴールデン株式会社,-,足立区鹿浜３丁目１３番４号,-,-,-,,,35.781121,139.753482
29888,株式会社フロンティアロード,角田和也,足立区入谷７丁目１番１５号,小売,http://www.frontier-road.co.jp,03-3854-8806,16,,35.799945,139.760376
29889,株式会社プロフィックス,-,足立区一ツ家３丁目２２番１９号,不動産、レンタル・リース,-,03-3860-9611,1,,35.780196,139.813414
29890,平成地所株式会社,-,足立区東綾瀬３丁目１番１１号,-,-,-,,,35.770916,139.833559
29891,株式会社トキ商会,-,足立区綾瀬５丁目１８番１４号,商社,-,-,0,,35.767511,139.826795
29892,ビルドソリューション株式会社,相澤眞次,足立区梅島２丁目５番１５号,建設,http://www.h-aizawa.co.jp,03-3884-5951,1,,35.77665,139.800335
29893,株式会社朋伸精機製作所,-,足立区江北３丁目４０番７号,商社,-,-,,,35.774461,139.761223
29894,株式会社ホーヤ,-,足立区栗原２丁目２２番５号,-,-,-,2,,35.783516,139.789158
29895,星野商事株式会社,-,足立区伊興２丁目２番３号,不動産、レンタル・リース,-,-,1,,35.792936,139.781086
29896,株式会社ホンダ,-,足立区大谷田５丁目１７番５号,-,-,-,7,,35.78373,139.839345
29897,株式会社ポニー,-,足立区千住１丁目３番３号,-,-,-,,,35.747835,139.801407
29898,株式会社マイグレース,-,足立区中川１丁目４番２２号,-,-,-,,,35.76621,139.855077
29899,株式会社前沼不動産サービス,-,足立区伊興本町１丁目１３番３０号,-,-,-,,,35.797815,139.78794
29900,まことや株式会社,市川政道,足立区入谷２丁目１６番２号,運輸・倉庫関連,-,03-3857-8811,11,,35.808771,139.764252
29902,株式会社増彦工務店,-,足立区柳原２丁目４０番１４号,-,-,-,,,35.748855,139.813804
29903,株式会社松原工業,佐藤倫子,足立区島根４丁目３２番２号,建設,-,03-5851-1267,3,,35.782985,139.79454
29904,株式会社マツマル,佐賀久芳,足立区千住３丁目３６番地,サービス,http://matsumaru-recruit.com,-,27,,35.751635,139.802709
29906,丸一運輸株式会社,-,足立区花畑４丁目１８番１８号,-,-,-,8,,35.803625,139.807797
29907,株式会社丸弘商店,-,足立区花畑５丁目２番１８号,-,-,-,7,,35.807241,139.808763
29908,株式会社丸喜建設,-,足立区伊興４丁目１番３５号,不動産、レンタル・リース,-,-,2,,35.797136,139.784136
29909,マルキュウ商事株式会社,-,足立区新田３丁目３番１０号,メーカー,http://o-q.co.jp,03-3913-0546,3,,35.771394,139.748646
29910,株式会社丸鈴,-,足立区西竹の塚１丁目３番１１号,-,http://www.maru-suzu.co.jp/,03-3897-3651,67,,35.792027,139.788406
29911,丸武運送株式会社,-,足立区平野３丁目１５番１３号,-,http://www.marutake-ex.co.jp,-,3,,35.78446,139.807231
29913,丸藤小林土木株式会社,小林藤男,足立区谷中４丁目２番３号,建設,http://www.marufuji-kobayashi.co.jp/,03-3620-1594,35,,35.782042,139.832019
29914,マルハチ商事株式会社,-,足立区宮城２丁目４番１９号,商社,-,03-3912-9451,2,,35.761241,139.753108
29915,株式会社ミンク,-,足立区足立４丁目１６番６号,-,-,-,,,35.766192,139.805789
29916,株式会社三河屋,-,足立区千住２丁目４４番地,-,-,-,,,35.74958,139.801967
29917,株式会社ミサワ食品,三澤秀行,足立区足立４丁目２５番１４号,メーカー,http://misawasyoku.webcrow.jp/,03-3886-2560,7,,35.766192,139.805789
29918,株式会社三岩,-,足立区千住寿町３番８号,-,-,-,,,35.753088,139.799171
29919,株式会社みちのく虎屋,-,足立区加平３丁目１４番８号,-,-,-,,,35.780082,139.82902
29921,三ツ矢ゴム工業株式会社,-,足立区西保木間４丁目１４番２５号,小売,-,03-3883-9161,4,,35.803186,139.795318
29922,ミツワ工業株式会社,脇村嘉一,足立区本木北町１１番１３号,商社,http://www.mitsuwa-kogyo.co.jp/,03-3856-1131,6,,35.765318,139.779252
29923,ミナト産業株式会社,-,足立区加賀１丁目５番７号,サービス,-,-,,,35.788745,139.758953
29925,ミハシ工業株式会社,-,足立区千住曙町５番１１号,-,-,-,8,,35.741828,139.814018
29926,株式会社ミヤジ,-,足立区足立４丁目１６番１６号,-,-,-,0,,35.766192,139.805789
29927,株式会社宮本組,飯塚光雅,足立区花畑６丁目３３番１０号,建設,-,03-3885-3422,6,,35.805748,139.817971
29928,株式会社未来経営,-,足立区日ノ出町４１番８−１００３号,-,-,-,2,,35.753521,139.810519
29929,本丸株式会社,-,足立区入谷１丁目１４番６号,-,-,-,2,,35.803769,139.768468
29930,明星工業株式会社,大倉直義,足立区小台２丁目１５番１５号,不動産、レンタル・リース,-,03-3913-7371,3,,35.758417,139.759615
29931,株式会社明正,-,足立区辰沼２丁目１８番８号,-,-,-,,,35.789713,139.834325
29933,株式会社モーターランドフリーダム,-,足立区伊興３丁目１６番２号,小売,-,03-3857-9595,1,,35.793973,139.785411
29934,株式会社茂木畜産,-,足立区梅田１丁目１２番９号,商社,-,-,,,35.762166,139.801593
29935,株式会社森田商運,-,足立区綾瀬２丁目２２番１５号,運輸・倉庫関連,http://www.mojss.co.jp,-,8,,35.759926,139.828332
29936,株式会社モリヤ倉庫,-,足立区鹿浜５丁目４番２号,小売,-,-,0,,35.785595,139.754383
29937,ヤオキン商事株式会社,伊藤治光,足立区足立４丁目２８番１０号,不動産、レンタル・リース,http://www.yaokinsyouji.jp/,-,437,,35.766192,139.805789
29938,株式会社ヤナギ,-,足立区千住曙町３７番３３号,サービス,http://www.yanagi-toseki.com,-,39,,35.741828,139.814018
29939,株式会社やはぎ製作所,-,足立区鹿浜５丁目１７番１５号,-,-,-,,,35.785595,139.754383
29940,株式会社山内金属,-,足立区東六月町５番１６号,-,-,-,,,35.787524,139.806009
29942,山崎不動産株式会社,-,足立区綾瀬７丁目１７番２１号,-,-,-,,,35.773905,139.826534
29945,株式会社山根製菓,-,足立区皿沼２丁目４番１４号,商社,-,03-3897-3586,2,,35.791652,139.767304
29946,株式会社山本内装,山本利明,足立区青井１丁目５番２号,建設,-,03-3886-3427,0,,35.774083,139.812714
29947,ヤマヨ測定機株式会社,鴨下裕彦,足立区足立２丁目２３番１３号,商社,http://www.yamayo.co.jp/,-,52,,35.758779,139.81049
29948,ユーアイ印刷株式会社,-,足立区堀之内１丁目１６番２４号,-,-,-,,,35.774037,139.753907
29949,株式会社ユーキコーポレイション,-,足立区千住旭町１番２４号,-,-,-,0,,35.748874,139.80716
29950,友和開発株式会社,-,足立区栗原１丁目１９番９号,-,-,-,,,35.780414,139.789422
29951,株式会社ユニテイ,-,足立区小台２丁目３８番１２号,小売,-,-,10,,35.758417,139.759615
29952,横田自動車整備株式会社,-,足立区皿沼１丁目２０番１６号,サービス,-,03-3899-5264,4,,35.793395,139.762847
29953,株式会社横山工務店,横山政雄,足立区伊興５丁目２１番１６号,-,http://k-yokoyama.co.jp/,03-3899-1339,1,,35.798861,139.782432
29954,吉野運送株式会社,-,足立区江北２丁目１番１号,-,-,-,10,,35.768191,139.763191
29955,株式会社米金,-,足立区千住橋戸町５０番地,-,-,-,,,35.740193,139.797811
29956,ライン工業株式会社,-,足立区千住緑町１丁目２０番地,小売,-,-,0,,35.742577,139.792502
29957,株式会社ライフワーク,-,足立区加平２丁目１８番８号,-,-,-,0,,35.780366,139.826296
29958,株式会社ワールドスポーツ,-,足立区柳原１丁目２２番８号,-,-,-,,,35.745585,139.815065
29959,株式会社ワイル・フライト,-,足立区綾瀬３丁目６番７号小沢ビル３階,-,-,-,,,35.764004,139.826444
29960,株式会社和宏,山崎高裕,足立区千住５丁目１５番１９号,商社,http://www.minca-handmade.com/,-,15,,35.756268,139.804677
29962,株式会社らくだ薬品,-,足立区千住５丁目４番７号,-,-,-,3,,35.756268,139.804677
29963,株式会社ランド環境,-,足立区本木１丁目３番２６号,サービス,http://www.rando.co.jp,03-3886-3707,15,,35.761206,139.785729
29964,株式会社渡辺製作所,-,足立区梅田２丁目２２番５号,-,-,-,3,,35.765632,139.801509
29965,株式会社オグラ,-,足立区梅島３丁目４３番１８号,-,-,-,,,35.775806,139.794888
29966,株式会社綾東サービス,-,足立区入谷６丁目３番１号,商社,-,03-3857-7444,0,,35.799367,139.765288
29967,株式会社流研リサーチ,-,足立区新田２丁目１６番２０号,-,-,-,,,35.772706,139.741102
29968,株式会社ロードテック,望月茂,足立区西新井４丁目１４番１０号,建設,-,03-3855-2680,17,,35.787855,139.775443
29969,株式会社おかだ,永束晴利,足立区千住旭町４１番２号,不動産、レンタル・リース,http://okadasenju.webcrow.jp/,03-3881-8171,2,,35.748874,139.80716
29970,砂畑産業株式会社,-,足立区西保木間４丁目１３番１号,メーカー,-,03-3884-5238,43,,35.803186,139.795318
29971,タカラ樹脂工業株式会社,海宝善昭,足立区青井３丁目３２番２３号,メーカー,http://takara.jp.net/,03-3886-3187,28,,35.771768,139.819242
29973,株式会社ファイドッグ,-,足立区綾瀬７丁目１４番５号,-,-,-,,,35.773905,139.826534
29974,株式会社協栄商亊,-,足立区東綾瀬２丁目１４番８号,-,-,-,6,,35.767486,139.831897
29975,株式会社ヒロテクノ,-,足立区中央本町５丁目１４番２０号,-,-,-,,,35.77781,139.807122
29976,株式会社ヴァニティーバッシュ,-,足立区西新井本町２丁目１５番１３号,-,-,-,0,,35.775826,139.772349
29977,株式会社トータルエコシステム,-,足立区梅島２丁目１８番１５号,-,-,-,,,35.77665,139.800335
29978,株式会社キムノ・コーポレーション,-,足立区舎人４丁目１１番３号,-,-,-,,,35.816555,139.767733
29980,株式会社パーシャル企画,-,足立区中央本町３丁目１２番１−１１０７号,-,-,-,,,35.772271,139.808058
29981,アーバンライフ・サービス株式会社,-,足立区竹の塚４丁目２番１１−９０２号,-,-,-,,,35.793974,139.800052
29982,株式会社つくしメディカル,福田義雄,足立区堀之内２丁目１３番３号,商社,http://www.tukushi.co.jp/,-,14,,35.775663,139.758039
29983,株式会社富士峰興業,鈴木峰造,足立区西新井本町３丁目９番１０号,商社,-,03-3898-5346,0,,35.77528,139.775725
29984,恒友出版株式会社,-,足立区南花畑４丁目２８番１５号,-,-,-,,,35.796992,139.819152
29985,株式会社ナッツ・カンパニー,鈴木伸佳,足立区中央本町４丁目１９番１号,商社,http://www.nuts-company.co.jp/,03-5613-2771,,,35.775434,139.808267
29986,株式会社レガロ,伊藤勝典,足立区足立２丁目１５番４号,商社,http://www.regalo-bag.co.jp/,-,1,,35.758779,139.81049
29987,株式会社プリンティングサービス,-,足立区入谷７丁目１８番８号,-,-,-,0,,35.799945,139.760376
29988,株式会社ジー・ディー,-,足立区一ツ家２丁目２３番５号,商社,http://www.foldermaker.co.jp,03-5851-3030,3,,35.783317,139.813445
29989,マベックスジャパン株式会社,-,足立区保木間１丁目１９番２−８０２号,-,-,-,,,35.790538,139.806494
29990,株式会社カシマプラ,-,足立区本木１丁目２４番９号,メーカー,-,-,14,,35.761206,139.785729
29991,太陽ジオテック株式会社,嶋村秀夫,足立区東綾瀬２丁目４番１９号,建設,-,03-3620-8991,2,,35.767486,139.831897
29992,株式会社ビッグ・ヴィジョン,東雅人,足立区千住２丁目３６番地,商社,http://www.bigvision.co.jp/,03-5813-5311,10,,35.74958,139.801967
29993,株式会社常陸住宅販売,-,足立区西新井本町４丁目２７番３号,-,-,-,,,35.772781,139.777998
29994,株式会社造形美術,-,足立区堀之内１丁目１６番１２号,不動産、レンタル・リース,-,-,1,,35.774037,139.753907
29995,株式会社バース,大川由晶,足立区梅島３丁目３０番１６号,不動産、レンタル・リース,http://www.bi-th.co.jp/,03-3849-6536,6,,35.775806,139.794888
29996,日本プレスセンター株式会社,-,足立区加賀２丁目９番１１号,-,-,-,,,35.792695,139.760153
29997,ヤマト化成株式会社,-,足立区西伊興４丁目１０番１３号,メーカー,-,03-3854-5391,3,,35.802893,139.780417
29998,共同開発株式会社,-,足立区鹿浜７丁目２６番１５−１０３号,-,-,-,,,35.785268,139.763499
30000,株式会社港亜設備東京営業所,-,足立区谷中３丁目３番１３号,-,-,-,,,35.779211,139.834924
30001,株式会社オート工業,谷村等,足立区千住大川町４９番２号,サービス,-,03-3881-6441,16,,35.757149,139.79809
30002,株式会社光和堂,-,足立区大谷田５丁目２８番１７号,-,-,-,,,35.78373,139.839345
30003,株式会社海崎技術士事務所,-,足立区東和４丁目２４番１０号,-,-,-,,,35.773291,139.841935
30004,株式会社商品計画,-,足立区青井５丁目１１番２７号,-,-,-,,,35.776999,139.819844
30005,株式会社セイコー管財,-,足立区舎人４丁目６番５号,-,-,-,,,35.816555,139.767733
30006,株式会社ジーベック,笠井昌孝,足立区柳原２丁目１８番９号,サービス,http://www.xe-bec.net/,03-5284-1190,7,,35.748855,139.813804
30007,東京ジャンボハイヤー株式会社,-,足立区入谷７丁目１６番２３号,不動産、レンタル・リース,-,-,0,,35.799945,139.760376
30008,アルプス運輸株式会社,-,足立区東綾瀬３丁目２番１６号,運輸・倉庫関連,-,-,1,,35.770916,139.833559
30010,ザイウェアテクノロジ株式会社,清水孝彦,足立区東和２丁目１２番１７号,メーカー,http://www.xiware.co.jp/,03-5682-1042,0,,35.768813,139.841969
30011,株式会社アメケン,-,足立区古千谷本町１丁目７番２０号,-,-,-,,,35.802527,139.775001
30013,株式会社新日本観光自動車,佐久間洋行,足立区谷在家３丁目７番１４号,-,http://www.shinnihon-inc.com/,-,48,,35.788807,139.768057
30014,株式会社ブルーライン・エキスプレス,中村雄喜,足立区入谷４丁目５番７号,-,http://bl-exp.co.jp,-,15,,35.806246,139.761221
30015,株式会社オオハラ,-,足立区梅田３丁目９番８号,-,-,-,,,35.763036,139.79696
30016,エコシステム株式会社,-,足立区足立３丁目７番１６号,-,-,-,,,35.763981,139.810429
30017,パックプロ・ジャパン株式会社,-,足立区南花畑２丁目１０番１５号,-,http://www.packpro.co.jp,-,0,,35.790927,139.819521
30019,株式会社ヨシダ,-,足立区興野１丁目１５番１０号,医療・福祉,-,-,,,35.769563,139.782365
30020,株式会社ジーピー商事,-,足立区東保木間１丁目５番５号,-,-,-,,,35.789408,139.813648
30021,株式会社共生,-,足立区弘道１丁目３番２９号,メーカー,-,-,,,35.768519,139.812339
30022,株式会社ジャパン流通プランニング,金澤伸一郎,足立区鹿浜４丁目１１番８号,-,https://www.jdplogi.co.jp,-,29,,35.781259,139.758237
30023,株式会社フジメディカル,-,足立区千住東１丁目１２番８号,商社,-,-,,,35.745027,139.804524
30024,株式会社インテリア盛商,平野謙司,足立区宮城１丁目１１番３号,不動産、レンタル・リース,http://www.morisyo.co.jp,03-5959-5910,3,,35.75933,139.755095
30025,株式会社エムコ,-,足立区西竹の塚２丁目１５番２１号,-,-,-,,,35.796069,139.789875
30026,株式会社スカイエイムジャパン,-,足立区綾瀬４丁目９番１８−１００５号,-,-,-,,,35.765351,139.822318
30027,株式会社明昭,菊地猛,足立区保木間４丁目３番５号,医療・福祉,http://www.fukushi-e.com/,-,1131,,35.798723,139.805974
30028,株式会社日の丸釣具,-,足立区東保木間２丁目３番５号,-,-,-,,,35.792872,139.813541
30029,トキワハウジング株式会社,-,足立区六木１丁目６番１号,建設,-,-,,,35.791125,139.837839
30030,株式会社ハッピー企画,-,足立区東保木間１丁目２６番３５号,-,-,-,,,35.789408,139.813648
30031,株式会社協和パートナーズ,佐藤元弘,足立区花畑６丁目３８番２号,不動産、レンタル・リース,http://kyowa-h.co.jp/,03-3858-3561,4,,35.805748,139.817971
30033,株式会社アイシン,-,足立区綾瀬２丁目１番２１号,-,-,-,,,35.759926,139.828332
30034,株式会社グリーンコーポレーション,-,足立区西新井栄町３丁目１番１−１１１０号,-,-,-,,,35.776365,139.783343
30035,株式会社アイドカ,柴原孝,足立区竹の塚３丁目１０番１号竹の塚ビル６Ｆ,サービス,http://aidca.jp/,-,5,,35.790758,139.800143
30036,マイルエキスプレス株式会社,岡田知也,足立区神明南１丁目１番１０号,運輸・倉庫関連,https://www.mile-exp.co.jp/,03-5616-8966,51,,35.788641,139.828751
30037,株式会社青瓦,-,足立区綾瀬４丁目５番１６号,-,-,-,,,35.765351,139.822318
30038,株式会社ドムス,志水公彦,足立区一ツ家１丁目２０番１６号,建設,http://www.domss.co.jp,03-5831-0789,8,,35.781838,139.809753
30039,株式会社ソウホウ通信システム,-,足立区谷在家１丁目１９番７号,商社,http://www.soho-sys.co.jp,03-5837-7444,7,,35.786648,139.771071
30040,株式会社バトラー,-,足立区南花畑３丁目１０番１４号,-,-,-,,,35.792441,139.824996
30041,賛羊フタミ株式会社,板橋康之,足立区青井３丁目３２番７号,メーカー,http://www.sfkk.jp/,-,17,,35.771768,139.819242
30042,株式会社イケダハイヤー,-,足立区保塚町６番１７号,-,-,-,0,,35.786674,139.812942
30043,株式会社共立建材,-,足立区入谷９丁目１７番２６号,-,-,-,,,35.809011,139.754661
30044,株式会社サダオ,-,足立区舎人４丁目１１番３号,-,-,-,,,35.816555,139.767733
30045,リアルクリエイト株式会社,-,足立区西新井５丁目５番３号,-,-,-,,,35.784404,139.775653
30046,株式会社山柏青果物市場,-,足立区千住河原町２０番９号,メーカー,-,-,1,,35.743103,139.798787
30047,株式会社代伊達屋本舗,四釜晃浩,足立区西伊興１丁目１７番２０号,-,-,03-3854-8861,2,,35.792396,139.77469
30048,株式会社中央経営会計センター,-,足立区千住１丁目４番１号東京芸術センター１６０１,-,-,-,4,,35.747835,139.801407
30049,中央興業株式会社,-,足立区東和１丁目１３番１５号,-,-,-,,,35.766668,139.837754
30050,シンメイプランニング株式会社,山崎伸,足立区栗原３丁目２１番１１号,建設,-,03-5647-4300,1,,35.780269,139.785368
30051,株式会社菊地製作所,菊地秀昭,足立区谷中３丁目８番１４号,-,-,03-3606-9225,6,,35.779211,139.834924
30053,イニシャル株式会社,-,足立区鹿浜６丁目４番１１号,小売,-,-,1,,35.786345,139.759033
30054,株式会社こだま商会,-,足立区千住旭町１６番１１号,-,-,-,,,35.748874,139.80716
30055,株式会社ワイティプランニング,-,足立区千住３丁目１番,-,-,-,,,35.751635,139.802709
30057,株式会社アクアクリーン,-,足立区舎人４丁目５番６号,建設,http://www.aqua-clean.jp,03-5647-0067,,,35.816555,139.767733
30058,株式会社国分,國分正道,足立区入谷６丁目２番１１号,運輸・倉庫関連,http://www.kk-kokubu.co.jp/,03-3896-8201,21,,35.799367,139.765288
30059,株式会社ビルコスメ,-,足立区足立３丁目２９番４号,-,-,-,,,35.763981,139.810429
30060,株式会社トータル・プランニング,小玉薫,足立区綾瀬２丁目３２番６号,-,http://www.total-p.ne.jp/,03-3838-1381,15,,35.759926,139.828332
30061,株式会社ナッズ,-,足立区竹の塚７丁目５番９号,-,-,-,,,35.799834,139.79521
30062,株式会社スターエル,-,足立区一ツ家２丁目２２番１４号,-,-,-,2,,35.783317,139.813445
30063,株式会社ケーアールプランニング,-,足立区綾瀬２丁目２３番１６号,不動産、レンタル・リース,http://krp2103.heyaweb.com/,03-3601-5500,2,,35.759926,139.828332
30065,共榮貿易株式会社,-,足立区扇３丁目２４番８−４０５号,-,-,-,,,35.770022,139.772176
30066,聖豊商事株式会社,佐藤聖子,足立区中央本町３丁目１４番２５−４０６号,-,http://www.sseiho.co.jp/,-,,,35.772271,139.808058
30067,株式会社装武,渡邊武,足立区六木３丁目１９番１１号,建設,http://www.sou-bu.co.jp,03-3628-5981,22,,35.797245,139.842774
30068,マツヨシ産業株式会社,-,足立区東綾瀬２丁目６番３−６０１号,-,-,-,2,,35.767486,139.831897
30069,株式会社世珍物産,-,足立区南花畑４丁目８番４号,-,-,-,,,35.796992,139.819152
30070,株式会社鈴木保有社,-,足立区千住仲町１０番２１号,-,-,-,,,35.744983,139.800544
30072,株式会社シグマ,-,足立区綾瀬４丁目９番１８−５０９号,メーカー,-,-,,,35.765351,139.822318
30073,栄宏通商株式会社,-,足立区千住３丁目６番地ツオード千住,-,-,-,,,35.751635,139.802709
30074,共同都市計画株式会社,-,足立区千住３丁目６番地ツオード千住,-,-,-,,,35.751635,139.802709
30075,株式会社みつば,-,足立区東和２丁目１２番１０号,-,-,-,0,,35.768813,139.841969
30076,株式会社三惠,三橋博之,足立区一ツ家３丁目２７番１号,商社,http://www.sankei-art.jp/,03-5831-6384,2,,35.780196,139.813414
30077,株式会社大江鋼商,-,足立区千住仲町８番９号,-,-,-,1,,35.744983,139.800544
30078,株式会社那須茶臼園,-,足立区伊興４丁目４番３号,-,-,-,,,35.797136,139.784136
30079,株式会社グランドファーム,-,足立区綾瀬２丁目２４番８号,-,-,-,,,35.759926,139.828332
30080,株式会社ケイズクリエイション,-,足立区千住３丁目３６番地,-,http://smoos.jp/recruit/,-,8,,35.751635,139.802709
30081,株式会社ジーピーコーポレーション,帆苅誠,足立区島根４丁目２７番１−１０３号,-,http://www.gpcorp.jp/,-,41,,35.782985,139.79454
30082,ナノミクス株式会社,-,足立区青井２丁目１４番１９号,-,-,-,,,35.772297,139.814732
30083,弘成実業株式会社,-,足立区梅島３丁目１１番１３号,-,-,-,,,35.775806,139.794888
30084,電材商事株式会社,森田勝,足立区入谷４丁目１０番７号,-,https://www.denzai-syouji.com/,03-3853-3300,,,35.806246,139.761221
30085,フォサテック株式会社,-,足立区西新井３丁目１１番１０号,サービス,-,-,0,,35.788332,139.781409
30086,株式会社ティー・エム・エンタープライズ,川名康仁,足立区江北１丁目３３番２２号,-,https://www.tokyo-marine.net/,-,86,,35.769804,139.768329
30087,株式会社アレグリア,-,足立区栗原３丁目２１番１１号シンメイビル２Ｆ,-,-,-,,,35.780269,139.785368
30088,株式会社元一フーズ,-,足立区鹿浜６丁目３番９号,-,-,-,,,35.786345,139.759033
30089,株式会社つくし,-,足立区加賀１丁目１０番３号,メーカー,-,-,0,,35.788745,139.758953
30091,株式会社メディネスト,-,足立区梅島１丁目１３番１７号,-,-,-,5,,35.772496,139.800703
30092,株式会社エムシーツール,-,足立区大谷田３丁目１２番３１号,商社,-,03-5613-1330,1,,35.778755,139.841164
30093,株式会社昇栄,-,足立区佐野１丁目３４番２０号,-,-,-,2,,35.787173,139.843499
30094,株式会社高千穂物産,-,足立区入谷７丁目５番１３号,サービス,http://bobusang.jp/,-,1,,35.799945,139.760376
30095,株式会社アンカー,-,足立区北加平町１５番１９号,金融・保険,-,-,,,35.784064,139.828437
30096,株式会社アントントレーディング,-,足立区千住２丁目５０番１−３０６号,-,-,-,,,35.74958,139.801967
30097,株式会社ＪＫ管理,-,足立区綾瀬２丁目２４番８号,-,-,-,,,35.759926,139.828332
30098,株式会社ステージハンズ,-,足立区東伊興２丁目２番１８号,-,-,-,,,35.80521,139.7882
30099,株式会社立光,-,足立区興野１丁目８番１号,-,-,-,,,35.769563,139.782365
30100,株式会社ニチマル,-,足立区大谷田４丁目１８番１４号,-,-,-,,,35.778912,139.838128
30101,株式会社トーキ,-,足立区弘道２丁目３０番２０号,-,-,-,0,,35.768347,139.818147
30102,株式会社アイプロホールディングス,-,足立区梅島２丁目２１番７号,-,-,-,4,,35.77665,139.800335
30103,株式会社フローラ,小川正人,足立区谷中３丁目７番１２−１０５号,メーカー,http://www.flora-inc.com/,03-5849-8166,6,,35.779211,139.834924
30104,株式会社カンクウ,藤森健二,足立区千住緑町２丁目３番１９号,建設,http://company.ac-kanku.com/,03-5813-9037,19,,35.744936,139.792197
30105,株式会社リスト,-,足立区六月２丁目２番１３号マンション紺利２−１０７,建設,-,-,,,35.786418,139.795161
30106,資源開発リース株式会社,-,足立区加賀２丁目５番１４号,-,-,-,1,,35.792695,139.760153
30107,シャンブル株式会社,-,足立区綾瀬４丁目９番２１号,-,-,-,1,,35.765351,139.822318
30108,システムリンク株式会社,左川幸二,足立区西綾瀬３丁目２３番２１号,建設,http://www.systemlink.co.jp/,03-3880-2130,5,,35.764148,139.816971
30109,株式会社東京装建,-,足立区保塚町１番１６号ＭＨビル１Ｆ,不動産、レンタル・リース,http://www.tokyosouken.jp,03-3860-4215,3,,35.786674,139.812942
30110,株式会社エコーインテリア,-,足立区東伊興１丁目３番６号,-,-,-,,,35.803208,139.784031
30111,株式会社セレクトハウジング,新井晃,足立区東伊興１丁目１６番３号,不動産、レンタル・リース,http://select-housing-hudousan.com/,-,2,,35.803208,139.784031
30112,株式会社ティーケイエフ,-,足立区梅島３丁目２９番６号,-,-,-,,,35.775806,139.794888
30113,株式会社林工業,-,足立区鹿浜５丁目２４番８−３０５号,-,-,-,,,35.785595,139.754383
30114,株式会社ファクトリーＵＪ,-,足立区西伊興３丁目５番２号,-,-,-,,,35.798353,139.777356
30115,株式会社ビクトリ,-,足立区綾瀬２丁目２４番１１号,-,-,-,,,35.759926,139.828332
30116,株式会社トップス,-,足立区神明南２丁目１６番２５号,-,-,-,,,35.789237,139.832085
30117,株式会社拓電技建工業,星井雅樹,足立区花畑６丁目９番１２号,建設,-,03-3885-8386,6,,35.805748,139.817971
